,word,showCount,id,translation
457,exemplary,1,1032689,"a. 可仿效的, 可做模范的, 惩戒性的, 示范的\n[法] 惩罚性的, 警戒性的, 示范的"
458,celebrated,1,489653,"a. 驰名的, 有名的"
459,cunning,1,722925,"a. 狡猾的, 巧妙的, 可爱的\n[法] 狡猾的的, 狡诈的, 熟练的"
460,ruthlessness,1,2623630,n. 无情；冷酷；残忍
461,steadfast,1,2889890,"a. 坚定的, 踏实的, 固定的, 不变的"
462,integrity,1,1519802,"n. 正直, 廉正, 完整\n[计] 完整性"
443,graduated,1,1277434,"a. 毕业了的, 分等级的, 分度的, 刻度的\n[医] 有刻度的"
441,reinforce,1,2533599,"vt. 加强, 增援, 补充\nvi. 求援, 得到增援\nn. 加固材料"
433,prudent,1,2420041,"a. 审慎的, 三思而后行的, 精明的, 节俭的"
432,disaster,1,844684,"n. 灾祸, 不幸, 彻底失败"
431,authoritative,1,221484,"a. 权威性的, 官方的, 命令式的\n[法] 官方的, 当局的, 权威的"
430,efficacy,1,939454,"n. 功效, 效力\n[医] 效能, 功效, 效验"
429,domain,1,871377,"n. 领域, 领土, 产业, 范围\n[计] 域, 区域, 支配命令"
428,file,1,1093704,"n. 档案, 公文箱, 文件夹, 文件, 卷宗, 锉刀\nvi. 列队行进, 用锉刀做\nvt. 归档, 申请, 锉, 琢磨\n[计] 文件"
425,molecule,1,1929832,"n. 分子, 些微\n[化] 分子"
420,genetics,1,1223527,n. 遗传学\n[化] 遗传学
417,preliminary,1,2374505,"n. 初步做法, 初步措施, 预试, 预选赛\na. 初步的, 开始的, 预备的"
416,assured,1,203863,"a. 确定的, 自信的\n[经] 被保险人, 被保证者, 投保人"
414,agitated,1,74415,"a. (表现出)不安/焦虑的, (被)激烈辩论的, (被)热烈讨论的, 颤抖的\n[医] 激越的"
413,inborn,1,1480029,a. 天生的；先天的
412,classify,1,562214,"vt. 分类, 归类, 分等\n[建] 分类, 分级, 分粒"
411,magnify,1,1788918,"vt. 放大, 扩大, 赞美, 夸大\nvi. 有放大能力"
410,segment,1,2693221,"n. 片段, 部分, 分节, 段\nv. 分割, 分裂\n[计] 段"
435,reckless,1,2511244,"a. 不介意的, 大意的, 鲁莽的, 不顾后果的\n[法] 不注意的, 粗心大意的, 鲁莽的"
