word,showCount,translation
relentless,1,"a. 无情的, 冷酷的, 残酷的"
stiff,1,"a. 坚硬的, 严厉的, 呆板的, 生硬的, 刚强的, 强烈的, 粘的, 稠的, 艰难的
n. 死尸, 醉鬼, 钞票
vt. 不肯付...小费"
cultivated,1,"a. 耕耘的, 栽植的, 有教养的"
conscience,1,"n. 良心
[法] 良心, 道德感, 正义感"
refrain,1,"n. 重复的话, 叠句, 副歌
vi. 节制, 避免, 克制"
intensify,1,"vt. 加强
vi. 强化"
conceal,1,"vt. 隐藏, 掩盖, 隐瞒
[法] 隐瞒, 隐匿, 保守秘密"
intentional,1,"a. 故意的, 与目的有关的
[法] 故意的, 有意的"
massacre,1,"n. 大屠杀
vt. 大屠杀, 残杀"
backdrop,1,"n. 背景幕, 背景"
split,1,"n. 劈开, 裂片, 裂缝, 分裂, 派系, 派别, 柳条
a. 劈开的
vi. 分离, 分开, 裂开, 被劈开
vt. 劈开, 切开, 使分裂, 使分离
[计] 拆分"
equation,1,"n. 相等, 等式, 平衡
[化] 方程式; 等式; 反应式; 公式"
gear,1,"n. 齿轮, 工具
vt. 以齿轮连起, 开动, 使适应, 安排
vi. 连接上, 适合"
metaphor,1,n. 隐喻
arouse,1,"vt. 唤醒, 鼓励, 引起
vi. 醒来"
eligible,1,"a. 有资格当选的, 合格的
n. 有资格者, 合格者, 适任者"
arrogance,1,"n. 傲慢态度, 自大"
marital,1,"a. 丈夫的, 婚姻的, 夫妇间的
[医] 婚姻的"
phony,1,"n. 假货, 假冒者, 赝品
a. 伪造的, 假的, 不可信的, 华而不实的"
redirect,1,"vt. 重新寄送, 使改道, 使改方向
[计] 重定向, 重新引导"
hooked,1,"a. 钩状的, 有钩的, 用钩针编织的"
hinder,1,"a. 后面的
v. 阻碍, 打扰"
patronage,1,"n. 赞助, 恩赐态度, 光顾, 任免权, 保护人的身分
[经] 光顾, 资助, 赞助"
muscle,1,"n. 肌肉, 臂力
[医] 肌"
ancestor,1,"n. 祖先, 祖宗"
cult,1,"n. 膜拜, 礼拜式, 祭仪, 一群信徒
[医] 迷信, 巫术"
indulge,1,"vt. 纵情于, 使高兴, 放任, 迁就
vi. 沉溺"
inspired,1,"a. 得到灵感的, 有灵感的, 官方授意的"
ethos,1,n. 气质；民族精神；社会思潮
degradation,1,"n. 降格, 堕落, 退化
[计] 降级"
aspire,1,"vi. 渴望, 立志于"
dual,1,"a. 双重的, 双的
n. 双数"
aggravate,1,"vt. 使恶化, 使更严重, 加重"
negligence,1,"n. 疏忽, 粗心大意, 忽视
[经] 疏忽, 过失"
stash,1,"vt. 藏起来
n. 隐藏处, 隐藏物"
fumes,1,"n. 烟, 汽, 气
[机] 烟"
conducive,1,"a. 有益于...的, 有助于...的, 助长的"
analogous,1,"a. 类似的, 相似的
[医] 类似的, 类同的"
obligation,1,"n. 义务, 责任, 约束, 契约, 恩惠, 债务
[经] 待付款, 债务, 义务"
engender,1,"vt. 产生, 引起
vi. 发生, 形成"
brim,1,"n. 边, 边缘, (河)边
vt. 注满, 使满溢
vi. 满溢"
provision,1,"n. (政府提供的)钱和设备, 准备, 供应品, 规定, 条款
vt. 供给...食物及必需品"
ethics,1,"n. 道德规范
[医] 伦理学"
receptive,1,"a. 能接纳的
[医] 接受的, 感受的"
disengage,1,"vt. 使脱离, 使松开, 使摆脱约束(或义务等)
vi. 脱离, 解脱"
responsive,1,"a. 回答的, 应答的, 易感应的"
stray,1,"n. 走失的家畜, 浪子
a. 迷途的, 偶然的
vi. 迷路, 彷徨, 流浪"
clumsy,1,"a. 笨拙的, 不雅观的, 粗陋的"
cubicle,1,"n. 小卧室
[医] 小隔间(宿舍或病室中的)"
confidant,1,"n. 心腹朋友, 知己"
grievance,1,"n. 委屈, 冤情, 苦况
[经] 不满(对雇用条件的)"
reputation,1,"n. 名誉, 名声, 声望
[法] 名声, 名誉, 公认证据"
repel,1,"vt. 逐退, 抵制, 使厌恶, 抗御
vi. 使厌恶, 相互排斥"
summon,1,"vt. 召唤, 召集, 号召, 振奋, 唤起, 鼓起
[经] 传唤, 传讯"
illustrious,1,"a. 著名的, 辉煌的, 明亮的"
improvisation,1,"n. 即兴而作, 即席演奏, 即席作品"
reap,1,"vt. 收割, 收获, 获得
vi. 收割, 得到报应"
secretive,1,"a. 秘密的, 偷偷摸摸的, 分泌的, 促进分泌的"
pen,1,"n. 钢笔, 笔, 笔调, 笔杆子, 作家, 围栏, 栅栏, 禽畜
vt. 写, 关入栏中, 囚禁
vi. 动笔, 写作"
cargo,1,"n. 货物
[经] 货柜"
lucrative,1,"a. 有利益的, 获利的, 合算的"
illusion,1,"n. 幻影, 错觉, 幻想
[医] 错觉"
confidential,1,"a. 机密的, 获他人信赖的, 易于信任他人的
[经] 秘密件"
unsubstantiated,1,"[法] 未经证实的, 不能肯定的"
pretend,1,"v. 假装, 伪称, 自命, 自称"
eminent,1,"a. 显赫的, 杰出的, 有名的"
reputable,1,"a. 受好评的, 有声望的, 规范的
[法] 声誉好的, 可尊敬的"
impressionable,1,"a. 易感的, 敏感的, 可塑的"
apologize,1,"vi. 道歉, 辩解"
oblige,1,"vt. 强制, 施恩惠于, 使感激
vi. 施恩惠, 帮忙"
averse,1,"a. 不愿意的, 反对的"
pathological,1,"a. 病理学的, 由疾病引起的, (非正式)不合理的, 仅由想象引起的, 不理智的
[计] 错误的"
stark,1,"a. 僵硬的, 完全的, 刻板的, 明显的, 荒凉的, 结实的
adv. 突出地, 简直, 全然"
jolt,1,"n. 震摇, 摇动, 颠簸
vi. 颠簸而行, 震摇
vt. 使颠簸, 使慌张, 猛击"
skyrocket,1,"vi. 飞涨, 突升
n. 焰火"
jurisdiction,1,"n. 司法权, 审判权, 管辖权
[经] 法律管辖权, 审判权"
exhaustive,1,"a. 消耗的, 枯竭的, 彻底的, 详尽的"
boulder,1,"n. 大圆石
[机] 圆石, 漂石"
windfall,1,"n. 被风吹落的果子, 横财
[经] 意外损失"
upfront,1,"a. 正直的, 坦率的; 最前面的, 首要的; 在前面的; 预先的
adv. 在最前面; 提前支付（工资）"
dialect,1,"n. 方言, 同源语"
stereotype,1,"n. 铅版, 陈规, 老套
vt. 使用铅版, 把...印制成盲文, 套用老套, 使一成不变"
spontaneity,1,"n. 自然发生, 自生, 自发"
genre,1,"n. 类型, 流派"
patronize,1,"vt. 保护, 支援, 赞助, 庇护, 惠顾"
fake,1,"n. 假货, 欺骗, 诡计
a. 假的
vt. 假造, 仿造
vi. 伪装"
condemn,1,"vt. 判刑, 责备, 谴责
[法] 定罪, 判刑, 宣告有罪"
psychiatry,1,"n. 精神病学, 精神病治疗
[医] 精神病学"
efficacy,1,"n. 功效, 效力
[医] 效能, 功效, 效验"
proceeds,1,"pl. 收益
[经] 收入, 收款, 所得"
sheer,1,"a. 绝对的, 全然的, 纯粹的, 透明的, 峻峭的
vi. 偏转, 偏航
vt. 使急转向, 使偏航
adv. 完全, 全然, 峻峭
n. 偏航"
affectionate,1,"a. 深情的, 充满情爱的"
attorney,1,"n. 代理人, 律师
[经] 律师, 代理人"
fruition,1,"n. 成就, 实现, 结果实"
contingent,1,"a. 或许发生的, 附随的, 偶然发生的
n. 偶然事件, 分遣队"
rig,1,"n. 装备, 帆装
vt. 装配, 装扮, 给船装帆, 垄断, 操纵"
fraud,1,"n. 欺骗, 欺诈, 诡计, 骗子
[经] 欺诈, 舞弊, 骗子"
justification,1,"n. 辩护, 证明正当, 释罪
[计] 调整"
chunk,1,"n. 大块, 矮胖的人(或物)
[经] 定样"
adaptable,1,"a. 能适应的, 适合的, 可修改的"
accommodating,1,"a. 与人方便的, 肯通融的"
rapids,1,n. 湍流；急流
differentiate,1,"v. 区别, 区分"
realm,1,"n. 王国, 领土, 领域
[计] 领域"
suggestive,1,"a. 提示性的, 影射的, 暗示的
[医] 暗示的"
mute,1,"n. 哑子, 哑音字母, 弱音器
a. 哑的, 无声的, 沉默的
vt. 减弱...的声音
vi. 排泄"
attain,1,"vt. 达到, 获得
vi. 达到"
log,1,"n. 记录, 圆木, 日志, 计程仪
vt. 伐木, 切, 航行
vi. 伐木
[计] 日志"
linger,1,"vi. 逗留, 消磨, 徘徊
vt. 消磨"
sensible,1,"a. 有感觉的, 敏感的, 明智的
[医] 可感觉的"
animated,1,"a. 活生生的, 能活动的, 活泼的, 欢快的"
sophistication,1,"n. 诡辩, 老于世故, 复杂(性)
[医] 掺假"
mandate,1,"n. 命令, 指令, 要求
vt. 委任统治"
aesthetic,1,"a. 美学的, 审美的, 有美感的"
expire,1,"vi. 期满, 呼气, 断气
vt. 呼出"
implement,1,"n. 工具, 器具, 手段
vt. 实现, 使生效, 执行"
installation,1,"n. 安装, 装置, 就职
[医] 结构, 装置, 设立"
rational,1,"a. 理性的, 合理的
n. 有理数"
beacon,1,"n. 烽火, 灯塔
v. 照亮"
studio,1,"n. 工作室, 画室, 演播室, 电影制片厂"
forthright,1,"adv. 直率地, 直接地, 马上, 立即
a. 直接的, 直率的, 坦白的
n. 直路"
counterpart,1,"n. 副本, 复本, 配对物, 相应物
[经] 副本, 正副二份中之一"
embodiment,1,"n. 具体化, 化身"
architect,1,"n. 建筑师, 设计者, 缔造者"
proclivity,1,"n. 倾向, 癖性"
escapism,1,"n. 逃避现实, 逃避主义"
epic,1,"n. 史诗, 叙事诗
a. 史诗的, 叙事诗的"
imposing,1,"a. 令人难忘的, 壮丽的, 威风的"
proximity,1,"n. 接近, 亲近"
sophisticated,1,"a. 复杂的, 久经世故的
[法] 尖端的, 高级的, 非常有经验的"
potent,1,"a. 有力的, 有说服力的, 有效的
[医] 有力的, 有性交能力的"
signature,1,"n. 签字, 识别标志, 调号
[计] 签名附件"
compel,1,"vt. 强迫, 迫使"
fairy,1,"n. 仙女, 精灵
a. 仙女的"
scan,1,"n. 审视, 浏览, 扫描, 细查
vt. 细看, 浏览, 扫描, 详细调查, 标出格律
vi. 押韵, 扫描
[计] 网络软件目录, 编码与分析系统"
agitated,1,"a. (表现出)不安/焦虑的, (被)激烈辩论的, (被)热烈讨论的, 颤抖的
[医] 激越的"
fatigue,1,"n. 疲乏, 疲劳
vt. 使疲劳, 使心智衰弱
vi. 疲劳
a. 疲劳的"
inadvertently,1,"adv. 漫不经心地, 疏忽地; 非故意地"
pastel,1,"n. 粉蜡笔, 粉蜡笔画, 随笔
a. 彩色蜡笔的, 蜡笔画的, 柔和的, 纤弱的"
ruthlessness,1,n. 无情；冷酷；残忍
celebrated,1,"a. 驰名的, 有名的"
exemplary,1,"a. 可仿效的, 可做模范的, 惩戒性的, 示范的
[法] 惩罚性的, 警戒性的, 示范的"
magnify,1,"vt. 放大, 扩大, 赞美, 夸大
vi. 有放大能力"
renaissance,1,"n. 复活, 复兴, 文艺复兴
a. 文艺复兴的"
empathy,1,"n. 移情作用, 共鸣
[医] 移情, 神入"
steadfast,1,"a. 坚定的, 踏实的, 固定的, 不变的"
prudence,1,"n. 审慎, 慎重, 精明, 节俭"
discerning,1,"a. 有眼力的, 敏锐的, 有辨别能力的, 有洞察力的"
extinct,1,"a. 熄灭的, 灭绝的, 耗尽的
[法] 消灭了的, 过时的, 无效的"
tedious,1,"a. 沉闷的, 冗长乏味的"
molecule,1,"n. 分子, 些微
[化] 分子"
reckless,1,"a. 不介意的, 大意的, 鲁莽的, 不顾后果的
[法] 不注意的, 粗心大意的, 鲁莽的"
authoritative,1,"a. 权威性的, 官方的, 命令式的
[法] 官方的, 当局的, 权威的"
file,1,"n. 档案, 公文箱, 文件夹, 文件, 卷宗, 锉刀
vi. 列队行进, 用锉刀做
vt. 归档, 申请, 锉, 琢磨
[计] 文件"
sibling,1,"n. 兄弟, 同胞
[医] 同胞(兄弟姐妹)"
undermine,1,"vt. 在...下面挖, 渐渐破坏, 暗地里破坏
[法] 暗中破坏, 以阴谋中伤伤害"
excel,1,"vt. 胜过, 优于, 擅长
vi. 胜过其他"
multiplicity,1,"n. 相重性, 多重性, 多样
[化] 多重态; 多重性"
reciprocity,1,"n. 相互性, 相互作用, 互惠主义
[经] 互惠性, 相关性"
bacon,1,"n. 熏猪肉
[机] 腌肉"
frugal,1,"a. 节俭的, 朴素的"
applaud,1,"v. 拍手喝彩, 称赞, 赞同"
authenticate,1,"vt. 证明可信, 证实为真, 使具法律效力
[法] 认证, 鉴定, 证明"
emigrate,1,"v. (使)移居, (使)移民"
reciprocal,1,"a. 互惠的, 相互的, 相等的, 倒数的, 彼此相反的
n. 倒数, 互相起作用的事物"
lever,1,"n. 杠杆, 似杠杆之工具
vt. 撬开
vi. 使用杠杆"
brutal,1,"a. 残忍的, 野蛮的, 不讲理的"
amuse,1,"vt. 消遣, 娱乐, 使发笑"
abbreviation,1,"n. 缩写词, 缩写, 缩短, 节略"
crunch,1,"v. 嘎吱嘎吱的咬嚼, 压碎, 嘎吱嘎吱地踏过
n. 咬碎, 咬碎声"
vague,1,"a. 含糊的, 不清楚的, 茫然的"
exhaustion,1,"n. 抽空, 耗尽, 疲惫, 筋疲力尽
[化] 抽空"
bore,1,"n. 令人讨厌的人, 激浪, 枪膛, 孔
vt. 使烦扰, 钻孔
vi. 钻孔
bear的过去式
[计] 内径; 孔径"
bombast,1,n. 夸大的言辞
chaotic,1,"a. 混乱的, 无秩序的
[法] 混乱的, 混沌的"
integrity,1,"n. 正直, 廉正, 完整
[计] 完整性"
ordination,1,"n. 任命, 授神职(礼), 颁布法令, 排列"
exchequer,1,"n. (英国)财政部, 国库
[法] 国库, 财源, 财政法院"
redistribution,1,"n. 重新分配, 再分发
[计] 重新分配"
allegiance,1,"n. 忠贞, 效忠"
forthcoming,1,"a. 即将来临的
n. 来临"
bankruptcy,1,"n. 破产者
[经] 破产, 倒闭"
cite,1,"vt. 引用, 引证, 表彰
[建] 引证, 指引"
safeguard,1,"n. 保卫, 保护措施, 防护设施
vt. 保卫, 保护"
collage,1,n. 拼贴画
infuse,1,"vt. 注入, 使充满, 泡制, 鼓舞
vi. 泡"
feasible,1,"a. 能实行的, 可行的, 适宜的
[法] 可行的, 可执行的, 可完成的"
spark,1,"n. 火花, 火星, 闪光, 无线电报务员, 瞬间放电, 活力, 朝气, 花花公子, 情郎
vi. 闪光, 发火花, 求婚
vt. 发动, 鼓舞, 使有朝气, 求婚"
immerse,1,"vt. 沉浸, 使陷入
[医] 浸[入]"
overhaul,1,"vt. 分解检查, 翻修, 精细检查, 彻底革新
n. 分解检查, 精细检查, 大检修"
hack,1,"n. 劈, 砍, 砍痕, 出租车, 干咳, 晒架, 鹤嘴锄
vt. 劈, 砍, 出租, 用旧
vi. 劈, 砍, 干咳, 驾驶出租车
a. 出租的"
revive,1,"vt. 使苏醒, 使复兴, 使振奋, 回想起, 重播
vi. 苏醒, 复活, 复兴, 恢复精神"
vaccinate,1,v. 预防接种
mock,1,"n. 嘲笑, 戏弄, 模仿
a. 假的, 伪造的, 模拟的
adv. 虚伪地
vt. 嘲弄, 模仿, 使失望, 欺骗, 挫败
vi. 嘲弄"
decent,1,"a. 有分寸的, 得体的, 大方的"
mature,1,"a. 成熟的, 到期的, 充分考虑的
vt. 使成熟
vi. 成熟, 到期"
crate,1,"n. 板条箱, 装货箱
[建] 篓, 筐"
luxuriant,1,"a. 繁茂的, 丰富的, 肥沃的, 华丽的
[医] 过盛的, 过多的"
paradox,1,"n. 似非而是的论点, 自相矛盾的话, 悖论, 怪人怪事
[化] 佯谬"
recreation,1,"n. 娱乐, 消遣, 休息, 再创造
[医] 娱乐, 休养"
demise,1,"n. 崩, 薨, 死亡
vt. 让渡, 遗赠, 转让"
rip,1,"n. 裂痕, 破绽, 拉裂, 浪子, 巨浪
vi. 被拉开, 裂开, 猛冲
vt. 撕, 扯, 劈"
accumulate,1,"v. 积聚, 堆积"
minimize,1,"vt. 将...减到最少
vt. 最小化
vi. 最小化
[计] 最小化"
untimely,1,"a. 不到时候的, 不合时令的, 不适时的"
accompany,1,"vt. 陪伴, 伴随, 补充, 为...伴奏
vi. 伴奏, 伴唱"
couch,1,"n. 长沙发, 睡椅, 卧榻
vt. 横躺, 表达
vi. 躺下, 蹲伏"
slump,1,"n. 暴跌, 垂头弯腰的姿态
vi. 猛然掉落, 陷入, 衰落(经济等)"
reckon,1,"vt. 计算, 总计, 估计, 认为, 猜想
vi. 数, 计算, 估计, 依赖, 料想"
disruptive,1,"a. 分裂的, 破坏(性)的
[计] 击穿的, 中断的"
signal,1,"n. 信号, 暗号, 近因, 导火线
vt. 向...作信号, 标志, 用信号通知
vi. 发信号
a. 作为信号的, 显著的
[计] 信号"
founder,1,"n. 创立者, 建立者
vt. 使沉没, 使摔倒, 弄跛, 浸水, 破坏
vi. 沉没, 摔到, 变跛, 倒塌, 失败"
asthma,1,"n. 哮喘
[医] 气喘"
addictive,1,a. 上瘾的
cede,1,"vt. 割让
[法] 割让, 让与, 放弃"
shade,1,"n. 荫, 阴暗, 遮光物, 灯罩, 帘, 浓淡, 微量, 底纹
vi. 渐变
vt. 使阴暗, 使渐变, 遮蔽, 微减
[计] 底纹"
sequester,1,"vt. 使隐退, 使隔绝, 扣押, 没收
[化] 螯合剂; 多价螯合剂"
premature,1,"a. 早产的, 过早的, 不成熟的
n. 早产儿, 过早发生的事物"
domain,1,"n. 领域, 领土, 产业, 范围
[计] 域, 区域, 支配命令"
lumber,1,"n. 木材, 破旧家俱, 废物, 隆隆声
vt. 砍伐木材, 乱堆
vi. 笨拙地移动, 喧闹地向前走, 隆隆地移动"
commute,1,"vt. 交换, 折偿, 减轻
vi. 代偿, 经常乘车来往"
allocate,1,"vt. 分派, 分配
[计] 分配"
calcium,1,"n. 钙
[化] 钙Ca"
contentious,1,"a. 好争吵的, 爱争论的, 有异议的
[法] 诉讼的, 争执的, 引起争论的"
celebrity,1,"n. 名声, 名人"
diabetes,1,"n. 糖尿病, 多尿症
[医] 糖尿病; 多尿症"
portray,1,"vt. 描绘, 描写, 描绘...的肖像"
halt,1,"n. 停止, 立定, 休息
vt. 使停止, 使立定
vi. 立定, 停止, 蹒跚, 踌躇, 有缺点
[计] 停止"
withhold,1,"vt. 使停止, 扣留, 保留, 拒给
vi. 克制, 忍住"
outmoded,1,"a. 过时的, 废弃的
[经] (式样等)过时的, 废弃了的"
toxic,1,"a. 有毒的, 中毒的
[医] 中毒的, 毒物的"
conceited,1,"a. 自负的, 逞能的, 狂想的"
benign,1,"a. 善良的, 良性的
[医] 良性的"
circular,1,"a. 圆形的, 循环的, 间接的
[医] 环状的, 循环的"
blunt,1,"a. 钝的, 坦率的, 麻痹的"
incentive,1,"n. 动机
a. 激励的"
augment,1,"v. 增加, 增长
[计] 增加; 增量; 添加"
trash,1,"n. 垃圾, 废物
vt. 丢弃"
provoke,1,"vt. 激怒, 惹起, 诱导
[法] 刺激, 煽动, 激怒"
intact,1,"a. 尚未被人碰过的, 原封不动的, 完整的
[医] 完整的, 无伤的"
disposal,1,"n. 丢掉, 处理, 排列, 销毁, 布置
[医] 处理, 处置"
rectify,1,"vt. 订正, 矫正, 改正, 调正, 校正, 精馏, 整流
[化] 精馏"
delusion,1,"n. 迷惑, 欺瞒, 错觉
[医] 妄想"
compress,1,"vt. 压缩, 压紧
vi. 受压缩小
[计] 压缩程序"
chef,1,n. 厨师
stalk,1,"n. 茎, 追踪, 高视阔步
vi. 悄悄靠近, 蹑手蹑脚地走近, 蔓延, 高视阔步
vt. 追踪, 搜索"
pregnant,1,"a. 怀孕的, 充满的, 思想丰富的, 成果丰硕的
[医] 妊娠的, 有孕的"
nasal,1,"a. 鼻的, 鼻声的, 尖锐的
n. 鼻音, 鼻音字"
implausible,1,"a. 难以置信的, 不象真实的"
harbor,1,"n. 港, 避难所
v. 庇护, 藏匿, (使)入港停泊"
relevance,1,n. 中肯；关联；相关性
cumbersome,1,"a. 笨重的, 麻烦的, 累赘的"
extravagant,1,"a. 奢侈的, 挥霍无度的, 浪费的"
raisin,1,n. 葡萄干
beat,1,"n. 心跳(声), 打, 敲打声, 拍子
v. 打, 拍打, 打败
a. 疲乏的, 颓废的
beat的过去式
[计] 拍; 节拍"
cutlery,1,"n. 刀剑制造业, 刃具制造业, 刀剑, 刃具, 刀叉餐具"
obsession,1,"n. 困扰, 困扰人的情绪
[医] 强迫观念"
scarcity,1,"n. 缺乏, 不足, 缺少
[经] 缺乏, 不足"
empirical,1,"a. 完全跟据经验的, 经验主义的
[医] 经验主义的"
leak,1,"n. 漏洞, 漏处, 漏出, 泄漏
vi. 漏, 泄漏
vt. 使渗漏"
calorie,1,n. 卡路里（热量单位）
tint,1,"n. 色彩, 浅色
vt. 染色于"
enact,1,"vt. 制定法律, 扮演, 颁布
[法] 法令, 法规, 条例"
interrupt,1,"vt. 中断, 妨碍, 插嘴
vi. 打断
n. 中断
[计] 中断"
amendment,1,"n. 修订, 改善, 改良, 改正
[化] 调理剂; 修正"
clientele,1,"n. 诉讼委托人, 客户
[法] 委托人, 受保护者, 门徒"
indignant,1,"a. 愤怒的, 愤慨的"
paraphrase,1,"n. 释义, 解述, 改写
vt. 改写, 解述
vi. 释义, 意译"
perplexed,1,"a. 困惑的, 不知所措的, 复杂的, 难办的"
brochure,1,"n. 小册子, 小册"
compassionate,1,"a. 慈悲的, 富于同情心的, 照顾性的
vt. 怜悯, 同情"
humane,1,"a. 有人情的, 人道的, 仁慈的"
inhuman,1,"a. 残忍的, 无人性的, 非人类的
[法] 非人道的, 不人道的, 残忍的"
vicious,1,"a. 邪恶的, 堕落的, 品性不端的, 恶毒的, 恶性的, 有错误的
[医] 缺点的, 恶的"
ignorance,1,"n. 无知, 愚味
[法] 无知, 不知情, 愚昧"
practitioner,1,"n. 从业者, 开业者
[医] 行医者, 医师"
freight,1,"n. 船货, 运费, 货运
vt. 装货, 使充满, 以货运运送, 租(或出租)(船等)"
apprehensive,1,"a. 惴惴不安的, 敏悟的, 知晓的"
ironic,1,"a. 冷嘲的, 挖苦的, 反话的, 讽刺的, 令人啼笑皆非的, 出乎意料的"
optional,1,"a. 可选择的, 随意的
[化] 选购的"
disintegrate,1,"vt. (使)分解, (使)碎裂
[医] 分解, 分裂, 蜕变"
perish,1,"vi. 毁灭, 丧生, 凋谢, 颓丧, 死亡, 腐烂
vt. 毁坏, 使麻木, 使丧生, 耗尽"
infirm,1,"a. 弱的, 虚弱的, 柔弱的
[医] 衰弱的"
surgeon,1,"n. 外科医生, 军医, 船医
[医] 外科医师"
slight,1,"n. 轻蔑, 怠慢
a. 轻微的, 纤细的, 脆弱的, 苗条的
vt. 轻视, 忽略, 怠慢"
diagram,1,n. 图表；图解
diffusion,1,"n. 散播, 传播, 蔓延
[医] 扩散, 弥散, 漫射(光)"
pamphlet,1,"n. 小册子, 活页文选"
periodical,1,"n. 期刊
a. 定期出版的, (有关)期刊的, 间歇(性的), 周期的, 定期的"
nonconformist,1,"n. 不相信英国国教的人, 不符合通常准则的人, 不落俗套的人
a. 违反准则的, 不落俗套的, 违反规范的"
liberate,1,"vt. 解放, 释放, 使自由
[机] 释出, 放出"
margin,1,"n. 页边的空白, 边缘, 界限, 余裕, 差数, 差额, 保证金
vt. 加边于, 加旁注于
[计] 页边距"
compile,1,"vt. 编译, 编辑, 编纂, 收集
[计] 编译"
promptness,1,"n. 敏捷, 机敏"
ballot,1,"n. 投票, 投票用纸, 抽签
vi. 投票, 抽签
vt. 投票选出, 拉选票"
plough,1,"n. 犁, 犁过的地
vi. 用犁耕田, 开路
vt. 耕, 犁, 开路"
timidity,1,"n. 胆小, 胆怯, 羞怯"
indecisive,1,"a. 非决定性的, 犹豫不决的, 不明确的"
persuasive,1,"a. 有说服力的, 劝诱的, 劝导性的"
cast,1,"n. 演员阵容, 投掷, 铸件, 预测, 特性
vt. 投, 掷, 抛, 脱落, 铸, 使弯曲, 计算
vi. 投, 计算, 浇铸成型"
rigorous,1,"a. 严厉的, 严酷的, 严格的, 苛刻的, 严密的, 精确的"
innate,1,"a. 先天的, 天生的
[医] 先天的, 生来的"
hostility,1,"n. 敌意, 敌对, 反对"
restorative,1,"a. 恢复健康的, 滋补的
n. 兴奋药, 补药"
bizarre,1,a. 奇异的
exotic,1,"a. 异国的, 外来的
n. 外来人, 外来物, 舶来品"
materialize,1,"vt. 赋予实质, 使体现, 物质化
vi. 成有形, 体现, 实现"
hypothesis,1,"n. 假设
[化] 假设"
accommodate,1,"vt. 使适应, 调和, 通融, 容纳, 向...提供
vi. 适应"
drill,1,"n. 钻孔机, 钻子, 播种机, 粗斜纹布
v. 训练, 钻孔"
liquid,1,"n. 液体, 流体, 流音
a. 液体的, 透明的, 明亮的, 流动的, 易变的"
inter,1,"vt. 埋葬
prep. 在中间"
espionage,1,"n. 间谍活动
[法] 间谍活动, 刺探, 间谍"
vocation,1,"n. 职业, 天命, 天职, 才能, 行业
[法] 行业, 职业, 职业上的才能"
circuit,1,"n. 电路, 环(行)道, 巡回
[计] 线路; 电路"
inspection,1,"n. 检验, 检查, 视察
[医] 检查, 视察, 监督, 望诊"
dimension,1,"n. 尺寸, 次元, 面积, 维数
vt. 标出尺寸"
autonomous,1,"a. 自治的
[医] 自主的"
prominent,1,"a. 卓越的, 显著的, 突出的, 凸出的"
protest,1,"n. 抗议, 反对, 抗议书, 断言
v. 反对, 抗议, 断言"
exaggerate,1,"v. 夸大, 夸张"
roundabout,1,"a. 迂回的, 委婉的
n. 迂回路线"
flare,1,"n. 闪光, 闪耀
vi. 闪光, 闪耀
vt. 用发光信号发出, 使闪耀, 使张开"
assure,1,"vt. 保证, 使确信, 弄清楚, 担保
[法] 确信, 保证, 保障"
confide,1,"vt. 吐露, 委托
vi. 信赖"
convince,1,"vt. 说服, 使相信
[法] 使确信, 使信服, 使人认识错误"
connotation,1,"n. 含蓄, 内涵"
incorporate,1,"a. 合并的, 组成公司的, 一体化的
vt. 吸收, 合并, 使组成公司, 体现
vi. 合并, 混合, 组成公司"
refute,1,"vt. 反驳, 驳斥；驳倒"
sovereignty,1,"n. 主权, 独立国
[法] 主权, 主权国家, 统治权"
disagreeable,1,"a. 令人不快的, 厌恶的, 不合意的"
stubborn,1,"a. 顽固的, 不听话的, 执拗的, 棘手的"
narrative,1,"n. 叙述, 故事
a. 叙述的, 叙事的, 故事体的"
reportorial,1,"a. 记者的, 报道的"
clash,1,"n. 冲突, 撞击声, 抵触
vi. 冲突, 抵触
vt. 使发出撞击声
[计] 对撞"
explosive,1,"n. 炸药, 爆破音
a. 易爆发的, 爆炸的, 暴躁的"
illuminating,1,a. 有启发性的
lunar,1,"a. 阴历的, 月的, 微亮的(指光)
[医] 月的, 银的"
resignation,1,"n. 辞职, 辞呈, 听从
[经] 辞职"
costume,1,"n. 装束, 服装"
dignity,1,"n. 尊严, 高贵
[法] 尊严, 高位, 高贵"
instrumental,1,"a. 仪器的, 器具的, 可作为手段的
[医] 器械的"
entrenched,1,"a. 牢固的, 根深蒂固的"
scope,1,"n. 范围, 机会, 广度, 眼界, 观察仪器, 导弹射程
[计] 作用域"
controversial,1,"a. 争论的, 论争的, 被议论的"
ditch,1,"n. 沟渠
vt. 在...开沟
vi. 开沟"
notorious,1,"a. 声名狼藉的, 臭名昭著的, 众人皆知的"
resent,1,"vt. 愤恨, 憎恶, 怨恨"
cuff,1,"n. 袖口, 一巴掌
vt. 用巴掌打
vi. 殴斗"
understatement,1,"n. 软弱无力的陈述, 克制的说法
[经] 少报"
compulsion,1,"n. 强迫, 强制
[医] 强迫"
spell,1,"n. 符咒, 魅力, 轮值, 轮班, 工作时间, 一次发作
vt. 拼写, 拼成, 琢磨, 理解, 招致, 轮换, 迷住
vi. 轮换, 拼字"
pointer,1,"n. 指示物, 教鞭, 暗示, 指针
[计] 指针"
glimpse,1,"n. 一瞥, 一闪
vi. 投以一瞥, 闪烁不定
vt. 瞥见"
